p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
주거안정 월세대출,R2022012401366,월세 부담으로 고민인 청년들에게 청년전용 주거안정 월세자금 대출,"주거·금융, 생활비지원 및 금융 혜택","다음 중 작은 금액으로 산정
1. 호당대출한도 
최대 960만원 (매월 최대 40만원 이내) 
주거급여 수급자의 경우 대출한도에서 주거급여 수급액 금액만큼 제외

2. 담보별 대출한도 
한국주택금융공사 전세대출보증 : 해당 보증 규정에 따름
이용기간: 2년(4회 연장하여 최장 10년 가능)
상환방법: 일시상환",-,-,-,중앙부처,999,제한없음,"아래의 요건을 모두 충족하는 자

(계약) 주택임대차계약을 체결하고 임차보증금의 5프로 이상을 지불한 자

(세대주) 대출접수일 현재 민법상 성년인 세대주 

(무주택) 세대주를 포함한 세대원 전원이 무주택인 자

자산 부부합산 순자산가액 2021년도 기준 2.92억원(21.01.01 접수분부터 적용)





(우대형) 아래 중 어느 하나에 해당하는 자 

1) 취업준비생 2) 희망키움통장 가입자 3) 사회초년생 4) 근로장려금 수급자 5) 자녀장려금 수급자  6) 주거급여 수급자

- 대출금리 : 연 1.0프로 [국토부 고시금리(변동금리)]



(일반형) 부부합산 연소득 5천만원 이하자 중 우대형에 해당하지 아니한 자

- 대출금리 : 연 1.5프로  [국토부 고시금리(변동금리)]",제한없음,제한없음,제한없음,제한없음,-,"(중복대출 금지) 주택도시기금대출, 은행재원 전세자금대출 및 주택담보대출 미이용자 

(주택도시기금대출) 성년인 세대원 전원(세대가 분리된 배우자 및 자녀, 결혼예정 배우자, 배우자의 직계존속과 동거세대를 구성하는 경우 배우자의 직계존속 포함)이 기금 대출을 이용 중이면 대출 불가

(전세자금대출 및 주택담보대출) 차주 및 배우자(결혼예정 또는 분리된 배우자 포함)가 전세자금(이주비)대출 및 주택담보대출을 이용 중이면 대출 불가

(학자금대출) 차주 및 배우자(결혼예정 또는 분리된 배우자 포함)가 학자금대출을 이용 중이면 대출 불가(단, 대학교 졸업증명서를 제출하는 경우 제외)",대출조건 확인 - 대출신청 - 자산심사 - 자산심사 결과 정보 송신 - 서류제출 및 추가심사 진행 - 대출승인 및 실행,-,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020201.jsp,#NAME?,"임차대상주택이 소재한 도내 영업점에서 취급이 원칙

단, 특별시,광역시는 동 시가 접한 도(특별시, 광역시 포함)와 동일지역으로 운용하고 영업점이 타 도 인접지역에 위치한 경우 타 도의 인접 시,군까지 취급",국토교통부 주택기금과,주택도시보증공사,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020201.jsp,http://nhuf.molit.go.kr/
저소득층 청년희망통장,R2021031102027,"저소득층 청년, 일하는 청년의 근로의욕 고취 및 자산형성을 통한 자립 기반 구축","주거·금융, 생활비지원 및 금융 혜택",본인적립액(10만원) + 매칭금(10만원) + 이자 지원,2019.05. ~ 2022.12.,연중,-,전북 부안군,39,만 15세 ~ 39세,부안군거주 소득인정액 중위소득 50프로,제한없음,제한없음,제한없음,제한없음,"소득, 재산조사 실시",유사사업 참여자 제한(고용노동부 청년내일채움공제 등 가입자 제외 ),읍면사무소 방문 신청,"소득, 재산조사 실시 완료 후 결과 통보",-,1. 참여신청서 2. 재직증명서 3. 지방세완납증명서 등,분기별 재직증명 및 자금 사용 계획 제출,부안군청 사회복지과 희망나눔팀,-,http://www.buan.go.kr/,-
셋째이상 자녀 고등학교 학비 지원,R2021021802968,셋째 이상 자녀의 고등학교 학비를 지원하여 교육하기 좋은 지역환경 조성과 부모의 교육비 부담 경감,"주거·금융, 생활비지원 및 금융 혜택",고등학교 학교운영비 및 수업료,2021.03.01.~2021.12.31.,사유발생일로부터 6개월 이내,-,충북 영동군,999,제한없음,부 또는 모 와 자녀가 군내에 주소를 두고 있으면서 고등학교 입학 및 재학,제한없음,제한없음,제한없음,제한없음,타 법령 및 조례에 이미 지원받고 있는 자 제외,-,주소지 읍면사무소 신청 - 군청 지원조건 확인(중복 및 재학여부) - 지원금 지급(해당 학교),-,-,"지원신청서, 개인정보 수집 및 제3자 제공동의서",-,영동군청 행정복지국 가족행복과 평생학습팀,주관 기관과 동일,https://www.yd21.go.kr/kr/html/sub02/020101.html?mode=V&no=15ab019cf4f3dd85b7bdf9ff264d8873,https://www.yd21.go.kr/
관내예식장 이용자 결혼장려금 지원,R2021021803406,신혼부부에게 지역화폐를 지원금으로 지급하여 결혼에 대한 경제적 부담 경감 및 지역경제 활성화,"주거·금융, 생활비지원 및 금융 혜택","- 혼인신고 후 100만원 (남녀각각 또는 혼주)- 혼인신고일 이후 부부가 함께 군내에 주민등록을 두고 계속 거주하는 경우 1년 후 100만원, 2년 후 100만원",2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.(연중 수시),30명,경북 의성군,999,제한없음,혼인신고일 현재 1년 이상 군에 주민등록상 주소를 두고 관내 결혼 예식장을 이용하는 자 또는 혼주,제한없음,제한없음,제한없음,제한없음,의성사랑상품권으로 지급,-,읍면사무소 방문신청,-,방문 신청,"신청서, 혼인관계증명서, 결혼예식장 이용 납부영수증 등",-,의성군청 기획예산담당관,주관기관과 동일,https://www.usc.go.kr/page/1403/1424.tc,https://www.usc.go.kr/
신생아 양육비 지원,R2021021803021,도내 출산가정의 출산과 양육에 대한 경제적 부담을 경감시키고 출산과 양육에 대한 긍정적 사회분위기 조성을 위해 신생아 양육비 지원,"주거·금융, 생활비지원 및 금융 혜택",신생아 1인당 50만원 지원,2021.01.01.~2021.12.31.,상시,"11,900명",전남,999,제한없음,출생일 기준 도내 주민등록을 둔 출산가정,제한없음,제한없음,제한없음,여성,-,-,신생아 출생신고 후 읍면동장에게 신청서 제출,보건소에서 신청서 검토 후 지원여부 결정신청서 접수 후 30일 이내 신생아 양육비 지급,http://www.elis.go.kr,"출산서비스 통합처리 신청서, 출생신고서 등",해당사항 없음,인구청년정책관실,-,https://www.jeonnam.go.kr/contentsView.do?menuId=welfare0706000000,https://welfare.jeonnam.go.kr/
출산 장려금 지원,R2021021803018,출산장려금 지원으로 출산 친화적 사회분위기를 조성하고자함,"주거·금융, 생활비지원 및 금융 혜택","- 출생축하금 : 모든 출생아 단양사랑상품권 80만원 지급- 돌축하금 : 첫째 50만원, 둘째 100만원 등 출생순위별 50만원씩 차등지급(단양사랑상품권)",2021.01.01.~2021.12.31.,연중,-,충북 단양군,999,제한없음,관내 출생 신고일부터 신청일 현재까지 부 또는 모가 단양군에 주민등록을 둔 자녀,제한없음,제한없음,제한없음,제한없음,-,-,(1) 출생축하금 : 출생신고시 읍면사무소에서 원스톱 행복 출산서비스 신청 - 보건소에서 수령(2) 돌축하금 : 보건소에서 신청서 작성 - 수령,-,-,-,-,단양군청 보건소 건강증진과,주관 기관과 동일,-,-
(충북 청주시)청년희망키움통장,R2021021802889,근로소득장려금을 매칭하여 탈수급 지원,"주거·금융, 생활비지원 및 금융 혜택",#NAME?,2021.01.01.~2021.12.31.,월별 신청기간(홈페이지 게시),109명,충북 청주시,39,만 15세 ~ 39세,근로 사업소득이 있는 청년(15세~39세) 생계수급자 중 기준 중위소득 30퍼센트 이하,제한없음,제한없음,"재직자, 자영업자, 프리랜서, 일용근로자, 창업자, 단기근로자",제한없음,-,-,신청시기에 주민등록상 읍면행정복지센터 방문 신청,우편 안내,방문 신청,청년희망키움통장 참여 신청서 및 관련서류,-,청주시 복지정책과,한국자활복지개발원,https://www.cheongju.go.kr/www/contents.do?key=22710,https://chungbuk.work.go.kr/cheongju/main.do
출산장려금 지원,R2021021802914,경제적 부담 경감을 통해 다자녀 출산 장려 도모,"주거·금융, 생활비지원 및 금융 혜택","출생순위 관계없이 출생 시마다 1,000천원 지급(쌍생아 : 2,000천원, 삼생아 : 3,000천원)",2021.01.01.~2021.12.31.,출산일로부터 3개월 이내에 신청,"1,250명",충북 충주시,999,제한없음,주민등록상 부모 중 한 명이 충주시에 1년 이상 되어 있고 신생아를 충주시에 출생 등록한 경우,제한없음,제한없음,제한없음,제한없음,-,-,출생신고 주소지 읍·면·동 주민센터에서 (출산서비스통합신청서)로 신청,-,-,"출생증명서, 부부신분증, 입출금통장",-,충주시청 보건소 건강증진과,충주시청 보건소 건강증진과,https://www.chungju.go.kr/health/contents.do?key=1746,https://www.chungju.go.kr/
(강원 속초시)청년 주거급여 분리지급 지원사업,R2021031101440,주거급여수급자의 만19세~30세 미만 미혼자녀가 취학·구직 등의 목적으로 부모와 주민등록상 시·군을 달리하는 경우 지원,"주거·금융, 생활비지원 및 금융 혜택",각 지역별 기준임대료를 상한으로 가구의 소득수준에 따라 차등 지급,연간,연중,-,강원 속초시,30,만 19세 ~ 30세,전입신고 필수이며 임대차계약을 체결하고 임차료 지불하는 청년에게 지급,제한없음,제한없음,제한없음,제한없음,부모가구의 주거유형이 사용대차인 경우 불인정,-,"동주민센터 방문접수, 온라인 신청",신청자 자격확인 및 결과 통보,bokjiro.go.kr,"신청서, 임대차계약서, 최근3개월 내 임차료 지불 증빙 서류, 분리거주 사실 확인 증빙 서류, 통장사본",-,속초시 도시안전국 건축과,주관기관과 동일,https://www.jobaba.net/sprtPlcy/info/view.do?seq=6853,
청년저축계좌 사업,R2021031101755,일하는 주거급여 혹은 차상위 계층 청년이 사회에 안착할 수 있도록 주택전세자금 및 교육비 마련을 지원하여 자립촉진,"주거·금융, 생활비지원 및 금융 혜택","본인적립금(10만원)을 저축하면 근로소득장려금(월 30만원) 매칭(1:3) 지원(3년 적립 시 총 1,440만원)",2021.01.01.~2021.12.31.,연중,-,전북,39,만 15세 ~ 39세,일반 노동시장에서 일하면서 소득인정액이 기준중위소득 50프로 이하인 주거·교육 급여 혹은 차상위 청년,제한없음,제한없음,제한없음,제한없음,해당 없음,"국가 또는 지자체가 인건비 전액을 직접 지급하는 재정 지원 일자리 사업(자활근로, 공공근로 등) 및 사회적 일자리 서비스 사업(노인·장애인일자리사업 등) 참여는 근로활동 범위에서 제외",생계급여 보장기관인 주민등록상 읍면동 주민센터를 방문하여 청년저축계좌사업 및 관련서류를 제출,(시·군구 통장 사업담당) 대상자 결정 및 선정 결과 통보,방문접수,"참여신청서, 적립 및 사용계획서, 저축동의서",해당사항 없음,전라북도청 사회복지과,-,https://www.gov.kr/portal/service/serviceInfo/628000000737,https://www.gov.kr/
신생아 건강보험료 지원 사업,R2021021802955,신생아를 대상으로 건강보험료를 지원,"주거·금융, 생활비지원 및 금융 혜택",신생아 건강보혐료 지원 : 1인당 월 2만원 이하*5년 납입 10년 보장,2021.01.01.~2021.12.31.,2021.01.~12.,215명,충북 옥천군,999,제한없음,#NAME?,제한없음,제한없음,제한없음,여성,-,-,각 읍면사무소에서 신청,-,-,행정정보공동이용신청서,-,옥천군청 건강관리과,옥천군청 건강관리과,-,
보호 종료 청년 자립정착금 지원,R2021031100957,보호 종료 청년의 자립 역량 강화 및 안정적인 사회 정착지원,"주거·금융, 생활비지원 및 금융 혜택",보호종료청년의 사회정착을 돕기 위한 자립정착금 지원,2021.01.01.~2021.12.31.,-,-,대전 서구,999,만 18세 이상,-,제한없음,제한없음,제한없음,기타(보호종료 청년),-,-,-,-,-,-,-,서구청 아동복지과,주관기관과 동일,-,-
청년 발달장애인 행복씨앗통장,R2021021802245,만16세~39세의 발달장애인 중 기준중위소득 100퍼센트 이하에 해당하는 청년에게 3년간 월 15만원 저축 시 동일 금액 매칭 지원(1:1 매칭 지원),"주거·금융, 생활비지원 및 금융 혜택",3년간 월 15만원 저축 시 동일 금액 매칭 지원,2021.04.14.~2021.12.31.,-,200명,인천 미추홀구,39,만 16세 ~ 39세,발달장애인 중 기준 중위소득 100퍼센트이하에 해당되는 청년,제한없음,제한없음,제한없음,제한없음,-,-,동행정복지센터,-,-,참여신청서,-,노인장애인복지과,-,https://www.michuhol.go.kr/main/board/view.do?sq=190917&board_code=board_13&search=,https://www.michuhol.go.kr/main/main.do
직업훈련생계비 융자,R2021021800033,"고용취약계층(실업자, 비정규직 근로자, 특수형태근로종사자, 무급휴직자, 휴폐업한 자영업자)의 장기간 직업훈련에 따른 생계부담을 경감하고 직업훈련에 전념토록 하기 위해 장기 저리의 생계비 대부 지원","주거·금융, 생활비지원 및 금융 혜택","취약계층이 장기간 체계적인 훈련을 받고 더 나은 일자리로 취업할 수 있도록 장기·저리로 생계비 대부 지원 1) 총 대부한도 : 1인당 2천만원이내 (신청일 현재 잔여 훈련기간 범위 내, 매월 훈련실시여부확인 후 분할지급) 2) 월별 대부 한도액 : 50 ~ 200만원 이내 3) 이자율 : 연 1퍼센트 4) 보증요건 : 공단 신용보증제도 이용 (보증료율 연 1퍼센트 별도, 자세한 사항은 신용보증지원 사업소개 참고)",연중,상시,-,중앙부처,999,제한없음,"1. 기본요건 - 신청일 현재 대부대상 훈련(3참고)에 참여중이이면서, 남은 훈련기간이 15일 이상인 대부대상자 - 모든 가구원 합산 소득이 가구별 기준 중위소득의 100퍼센트 이하일 것  ※ 가구원이란 주민등록표 상 신청인 본인 및 그 배우자, 부모, 자녀2. 대부대상자 1) 실업자 : 고용보험 피보험자격을 상실한 자 또는 신청일 현재 휴·폐업중인 자영업자 (※ 실업급여수급중인 자 제외) 2) 비정규직근로자 : 고용보험 피보험자인 비정규직근로자 (기간제, 단시간, 파견, 일용근로자) 3) 무급휴직자 : 고용보험 피보험자격을 취득한 근로자로서 휴직수당 등 금품을 받지 않고 휴직 중인 자 4) 특수형태근로종사자 : 산재보험의 적용을 받는 보험설계사, 건설기계종사자, 방문강사, 골프장캐디, 택배업무 종사자, 퀵서비스업무종사자, 대출모집인, 신용카드모집인, 대리운전기사, 방문판매원, 대여제품 방문점검원, 가전제품 설치원, 화물차주  ※ 훈련과정의 확인   - 내일배움카드제 훈련 등 고용노동부 훈련과정 : www.hrd.go.kr   - 건설근로자공제회 훈련과정 : www.jobgohrd.or.kr",제한없음,제한없음,"제한없으나, 사업자등록증 정상으로 보유중인 자는 신청 불가",제한없음,-,"신청제한자 1) 한국신용정보원에 연체정보 등의 신용정보가 등록된 사람 2) 고용노동부에서 인정한 훈련과정이 아닌 경우 (취미·오락·교양 등의 훈련과정 포함) 3) 거짓이나 기타 부정한 방법으로 대부를 받은 사람  4) 외국인, 재외동포",1. 온라인 신청신청사이트 접속 > 서비스신청 > 직업훈련생계비대부신청 > 공인인증서 실명인증 > 신청서 작성2. 방문 신청근로복지공단 전국지사(해당지역 지사) 방문하여 신청※ 팩스접수는 불가능,-,근로복지공단 근로복지서비스(http://welfare.kcomwel.or.kr),"구비서류 - 주민등록표등본 - 가구원의 건강보험 자격확인서, 건강보험료납입액(납입액이 없는 경우 부과액)증명서 - 훈련기관이 발급한 수강증 (전산을 통해 확인 가능한 경우 생략가능) - 근로계약서(비정규직 근로자에 한정함) 또는 무급휴직 확인서(무급휴직 근로자에 한정함)",-,고용노동부,근로복지공단,https://www.workdream.net/default/page.do?mCode=B020010000,https://www.workdream.net/default/index.do
